,Length (s),Trajectory Path
5103,2782,034/Trajectory/Unlabelled/20090406032050.csv
5104,16106,034/Trajectory/Unlabelled/20090406051405.csv
5105,1670,034/Trajectory/Unlabelled/20090406095415.csv
5106,1320,034/Trajectory/Unlabelled/20090407010012.csv
5107,3193,034/Trajectory/Unlabelled/20090407104319.csv
5108,1801,034/Trajectory/Unlabelled/20090407122957.csv
5109,3661,034/Trajectory/Unlabelled/20090408000316.csv
5110,2677,034/Trajectory/Unlabelled/20090408021008.csv
5111,2408,034/Trajectory/Unlabelled/20090408071331.csv
5112,6004,034/Trajectory/Unlabelled/20090408101806.csv
5113,37925,034/Trajectory/Unlabelled/20090409000301.csv
5114,84,034/Trajectory/Unlabelled/20090409104144.csv
5115,922,034/Trajectory/Unlabelled/20090410000004.csv
5116,4824,034/Trajectory/Unlabelled/20090410064430.csv
5117,3261,034/Trajectory/Unlabelled/20090410110536.csv
5118,3162,034/Trajectory/Unlabelled/20090411014503.csv
5119,20774,034/Trajectory/Unlabelled/20090411045501.csv
5120,1349,034/Trajectory/Unlabelled/20090412020536.csv
5121,990,034/Trajectory/Unlabelled/20090413021306.csv
5122,8007,034/Trajectory/Unlabelled/20090413034912.csv
5123,4766,034/Trajectory/Unlabelled/20090413085514.csv
5124,627,034/Trajectory/Unlabelled/20090414000000.csv
5125,2012,034/Trajectory/Unlabelled/20090414010001.csv
5126,13065,034/Trajectory/Unlabelled/20090414040538.csv
5127,1256,034/Trajectory/Unlabelled/20090414113903.csv
5128,1020,034/Trajectory/Unlabelled/20090414124257.csv
5129,2760,034/Trajectory/Unlabelled/20090415023608.csv
5130,10658,034/Trajectory/Unlabelled/20090415104743.csv
5131,1197,034/Trajectory/Unlabelled/20090416030324.csv
5132,4316,034/Trajectory/Unlabelled/20090416044628.csv
5133,3359,034/Trajectory/Unlabelled/20090417015106.csv
5134,4601,034/Trajectory/Unlabelled/20090417040353.csv
5135,19200,034/Trajectory/Unlabelled/20090417064747.csv
5136,1503,034/Trajectory/Unlabelled/20090417120750.csv
5137,21,034/Trajectory/Unlabelled/20090418044515.csv
5138,901,034/Trajectory/Unlabelled/20090418110953.csv
5139,3239,034/Trajectory/Unlabelled/20090419032040.csv
5140,3771,034/Trajectory/Unlabelled/20090420012712.csv
5141,9332,034/Trajectory/Unlabelled/20090420050013.csv
5142,5101,034/Trajectory/Unlabelled/20090420104145.csv
5143,1634,034/Trajectory/Unlabelled/20090421004940.csv
5144,3232,034/Trajectory/Unlabelled/20090421112218.csv
5145,21523,034/Trajectory/Unlabelled/20090702005132.csv
5146,6741,034/Trajectory/Unlabelled/20090702074124.csv
5147,19229,034/Trajectory/Unlabelled/20090703012645.csv
5148,3999,034/Trajectory/Unlabelled/20090703065741.csv
5149,581,034/Trajectory/Unlabelled/20090703080444.csv
5150,8410,034/Trajectory/Unlabelled/20090706013800.csv
5151,13047,034/Trajectory/Unlabelled/20090706055155.csv
5152,4,034/Trajectory/Unlabelled/20090706092926.csv
5153,6230,034/Trajectory/Unlabelled/20090706093159.csv
5154,23087,034/Trajectory/Unlabelled/20090707153040.csv
5155,26293,034/Trajectory/Unlabelled/20090708011245.csv
5156,9036,034/Trajectory/Unlabelled/20090709011424.csv
5157,10800,034/Trajectory/Unlabelled/20090709062819.csv
5158,4982,034/Trajectory/Unlabelled/20090710022432.csv
5159,16653,034/Trajectory/Unlabelled/20090710065018.csv
5160,2786,034/Trajectory/Unlabelled/20090711010502.csv
5161,25573,034/Trajectory/Unlabelled/20090711030029.csv
5162,11819,034/Trajectory/Unlabelled/20090713014400.csv
5163,243,034/Trajectory/Unlabelled/20090714010439.csv
5164,7640,034/Trajectory/Unlabelled/20090715011502.csv
5165,132,034/Trajectory/Unlabelled/20090715050134.csv
5166,295,034/Trajectory/Unlabelled/20090715143053.csv
5167,5769,034/Trajectory/Unlabelled/20090716015938.csv
5168,10105,034/Trajectory/Unlabelled/20090716060306.csv
5169,5684,034/Trajectory/Unlabelled/20090718015703.csv
5170,13169,034/Trajectory/Unlabelled/20090718063646.csv
5171,24917,034/Trajectory/Unlabelled/20090719221059.csv
5172,869,034/Trajectory/Unlabelled/20090727000020.csv
5173,10545,035/Trajectory/Unlabelled/20090209104838.csv
5174,56719,035/Trajectory/Unlabelled/20090209214256.csv
5175,54656,035/Trajectory/Unlabelled/20090210214937.csv
5176,61494,035/Trajectory/Unlabelled/20090211214635.csv
5177,58541,035/Trajectory/Unlabelled/20090212214759.csv
5178,47124,035/Trajectory/Unlabelled/20090214005056.csv
5179,45106,035/Trajectory/Unlabelled/20090215013453.csv
5180,30275,035/Trajectory/Unlabelled/20090215214524.csv
5181,25732,035/Trajectory/Unlabelled/20090216063251.csv
5182,21321,035/Trajectory/Unlabelled/20090216215007.csv
5183,7035,035/Trajectory/Unlabelled/20090217110853.csv
5184,58749,035/Trajectory/Unlabelled/20090217214406.csv
5185,58842,035/Trajectory/Unlabelled/20090218215133.csv
5186,59162,035/Trajectory/Unlabelled/20090219215005.csv
5187,45338,035/Trajectory/Unlabelled/20090221005729.csv
5188,34246,035/Trajectory/Unlabelled/20090222042633.csv
5189,29716,035/Trajectory/Unlabelled/20090222214833.csv
5190,20375,035/Trajectory/Unlabelled/20090223080738.csv
5191,61560,035/Trajectory/Unlabelled/20090223215008.csv
5192,56679,035/Trajectory/Unlabelled/20090224214856.csv
5193,57750,035/Trajectory/Unlabelled/20090225214906.csv
5194,58295,035/Trajectory/Unlabelled/20090226214953.csv
5195,46985,035/Trajectory/Unlabelled/20090228005637.csv
5196,54460,035/Trajectory/Unlabelled/20090228231637.csv
5197,30330,035/Trajectory/Unlabelled/20090301214505.csv
5198,16250,035/Trajectory/Unlabelled/20090302071635.csv
5199,57845,035/Trajectory/Unlabelled/20090302214736.csv
5200,56875,035/Trajectory/Unlabelled/20090303215508.csv
5201,57895,035/Trajectory/Unlabelled/20090304214607.csv
5202,57246,035/Trajectory/Unlabelled/20090305214733.csv
5203,47850,035/Trajectory/Unlabelled/20090307005236.csv
5204,48860,035/Trajectory/Unlabelled/20090308015000.csv
5205,31323,035/Trajectory/Unlabelled/20090308215608.csv
5206,21635,035/Trajectory/Unlabelled/20090309072056.csv
5207,57830,035/Trajectory/Unlabelled/20090310214706.csv
5208,57495,035/Trajectory/Unlabelled/20090311215335.csv
5209,60130,035/Trajectory/Unlabelled/20090312214038.csv
5210,59110,035/Trajectory/Unlabelled/20090313231252.csv
5211,49240,035/Trajectory/Unlabelled/20090315002030.csv
5212,30495,035/Trajectory/Unlabelled/20090315214635.csv
5213,24745,035/Trajectory/Unlabelled/20090316065343.csv
5214,60740,035/Trajectory/Unlabelled/20090316215238.csv
5215,58370,035/Trajectory/Unlabelled/20090317215456.csv
5216,58610,035/Trajectory/Unlabelled/20090318213405.csv
5217,63275,035/Trajectory/Unlabelled/20090319214708.csv
5218,41570,035/Trajectory/Unlabelled/20090321005156.csv
5219,49511,035/Trajectory/Unlabelled/20090322001133.csv
5220,31350,035/Trajectory/Unlabelled/20090322214459.csv
5221,57460,035/Trajectory/Unlabelled/20090330215823.csv
5222,54805,035/Trajectory/Unlabelled/20090331223434.csv
5223,60465,035/Trajectory/Unlabelled/20090401210207.csv
5224,49882,035/Trajectory/Unlabelled/20090402205937.csv
5225,49230,035/Trajectory/Unlabelled/20090405003906.csv
5226,48900,035/Trajectory/Unlabelled/20090406002056.csv
5227,37432,035/Trajectory/Unlabelled/20090406205936.csv
5228,25146,035/Trajectory/Unlabelled/20090407073512.csv
5229,60559,035/Trajectory/Unlabelled/20090407210407.csv
5230,62360,035/Trajectory/Unlabelled/20090409210105.csv
5231,48945,035/Trajectory/Unlabelled/20090411000535.csv
5232,33430,035/Trajectory/Unlabelled/20090412205936.csv
5233,26207,035/Trajectory/Unlabelled/20090413063915.csv
5234,60070,035/Trajectory/Unlabelled/20090413210306.csv
5235,60965,035/Trajectory/Unlabelled/20090414210553.csv
5236,62075,035/Trajectory/Unlabelled/20090415210305.csv
5237,47820,035/Trajectory/Unlabelled/20090416210531.csv
5238,74019,035/Trajectory/Unlabelled/20090418035753.csv
5239,32720,035/Trajectory/Unlabelled/20090419210937.csv
5240,25983,035/Trajectory/Unlabelled/20090420064050.csv
5241,61555,035/Trajectory/Unlabelled/20090420205905.csv
5242,63138,035/Trajectory/Unlabelled/20090421205900.csv
5243,50515,035/Trajectory/Unlabelled/20090422210636.csv
5244,1475,035/Trajectory/Unlabelled/20090426050031.csv
5245,1325,035/Trajectory/Unlabelled/20090426132556.csv
5246,32630,035/Trajectory/Unlabelled/20090426211055.csv
5247,18777,036/Trajectory/Unlabelled/20090201024558.csv
5248,18458,036/Trajectory/Unlabelled/20090201224828.csv
5249,25659,036/Trajectory/Unlabelled/20090203053504.csv
5250,5128,036/Trajectory/Unlabelled/20090204072334.csv
5251,14710,036/Trajectory/Unlabelled/20090205015734.csv
5252,24185,036/Trajectory/Unlabelled/20090206005204.csv
5253,19315,036/Trajectory/Unlabelled/20090207041328.csv
5254,34848,036/Trajectory/Unlabelled/20090208001403.csv
5255,23101,036/Trajectory/Unlabelled/20090209091104.csv
5256,7854,036/Trajectory/Unlabelled/20090210085403.csv
5257,5282,036/Trajectory/Unlabelled/20090210233428.csv
5258,16576,036/Trajectory/Unlabelled/20090212000434.csv
5259,29589,036/Trajectory/Unlabelled/20090213040652.csv
5260,79465,036/Trajectory/Unlabelled/20090214162151.csv
5261,13215,036/Trajectory/Unlabelled/20090216062304.csv
5262,11687,036/Trajectory/Unlabelled/20090217060352.csv
5263,19888,036/Trajectory/Unlabelled/20090218062323.csv
5264,927,036/Trajectory/Unlabelled/20090219102852.csv
5265,27899,036/Trajectory/Unlabelled/20090220002016.csv
5266,248,036/Trajectory/Unlabelled/20090220164858.csv
5267,25084,036/Trajectory/Unlabelled/20090221001753.csv
5268,45,036/Trajectory/Unlabelled/20090221151051.csv
5269,19956,036/Trajectory/Unlabelled/20090223103841.csv
5270,41329,036/Trajectory/Unlabelled/20090223235710.csv
5271,4555,036/Trajectory/Unlabelled/20090225101434.csv
5272,305,036/Trajectory/Unlabelled/20090302045158.csv
5273,775,036/Trajectory/Unlabelled/20090302045708.csv
5274,61335,036/Trajectory/Unlabelled/20090303022138.csv
5275,5476,036/Trajectory/Unlabelled/20090304154229.csv
5276,540,036/Trajectory/Unlabelled/20090304171355.csv
5277,44052,036/Trajectory/Unlabelled/20090305000001.csv
5278,9655,036/Trajectory/Unlabelled/20090306034108.csv
5279,47691,036/Trajectory/Unlabelled/20090306164425.csv
5280,5724,036/Trajectory/Unlabelled/20090307172828.csv
5281,23987,036/Trajectory/Unlabelled/20090309044922.csv
5282,24623,036/Trajectory/Unlabelled/20090310042338.csv
5283,420,036/Trajectory/Unlabelled/20090311004305.csv
5284,1077,036/Trajectory/Unlabelled/20090311143825.csv
5285,6008,036/Trajectory/Unlabelled/20090312101258.csv
5286,28528,036/Trajectory/Unlabelled/20090313102732.csv
5287,53289,036/Trajectory/Unlabelled/20090314041106.csv
5288,315,036/Trajectory/Unlabelled/20090315153504.csv
5289,40528,036/Trajectory/Unlabelled/20090315234627.csv
5290,27494,036/Trajectory/Unlabelled/20090317040537.csv
5291,1435,036/Trajectory/Unlabelled/20090318093455.csv
5292,70091,036/Trajectory/Unlabelled/20090318161418.csv
5293,6750,036/Trajectory/Unlabelled/20090320092405.csv
5294,17225,036/Trajectory/Unlabelled/20090321020701.csv
5295,31136,036/Trajectory/Unlabelled/20090322085007.csv
5296,36838,036/Trajectory/Unlabelled/20090324003424.csv
5297,1898,036/Trajectory/Unlabelled/20090404132359.csv
5298,54893,036/Trajectory/Unlabelled/20090405010007.csv
5299,23537,036/Trajectory/Unlabelled/20090406043300.csv
5300,30191,036/Trajectory/Unlabelled/20090407033154.csv
5301,14846,036/Trajectory/Unlabelled/20090408094615.csv
5302,28864,036/Trajectory/Unlabelled/20090409012524.csv
5303,45245,036/Trajectory/Unlabelled/20090410053505.csv
5304,31457,036/Trajectory/Unlabelled/20090411021801.csv
5305,20761,036/Trajectory/Unlabelled/20090412125703.csv
5306,8915,036/Trajectory/Unlabelled/20090413034508.csv
5307,13801,036/Trajectory/Unlabelled/20090417083536.csv
5308,28226,036/Trajectory/Unlabelled/20090418004038.csv
5309,17363,036/Trajectory/Unlabelled/20090419025430.csv
5310,5103,036/Trajectory/Unlabelled/20090423102604.csv
5311,15715,036/Trajectory/Unlabelled/20090424112604.csv
5312,90,036/Trajectory/Unlabelled/20090426095027.csv
5313,4092,036/Trajectory/Unlabelled/20090426095159.csv
5314,79381,036/Trajectory/Unlabelled/20090702005634.csv
5315,53619,036/Trajectory/Unlabelled/20090705231822.csv
5316,18298,036/Trajectory/Unlabelled/20090707011733.csv
5317,37090,036/Trajectory/Unlabelled/20090708012505.csv
5318,11453,036/Trajectory/Unlabelled/20090709003722.csv
5319,11381,037/Trajectory/Unlabelled/20090120074838.csv
5320,3526,037/Trajectory/Unlabelled/20090120112235.csv
5321,8780,037/Trajectory/Unlabelled/20090121000326.csv
5322,365,037/Trajectory/Unlabelled/20090121022956.csv
5323,11204,037/Trajectory/Unlabelled/20090121032727.csv
5324,7306,037/Trajectory/Unlabelled/20090121083354.csv
5325,12594,037/Trajectory/Unlabelled/20090121231430.csv
5326,155,037/Trajectory/Unlabelled/20090122031510.csv
5327,238,037/Trajectory/Unlabelled/20090122042555.csv
5328,3295,037/Trajectory/Unlabelled/20090122051048.csv
5329,7580,037/Trajectory/Unlabelled/20090122061408.csv
5330,6970,037/Trajectory/Unlabelled/20090203115914.csv
5331,10529,037/Trajectory/Unlabelled/20090208070915.csv
5332,3945,037/Trajectory/Unlabelled/20090208110109.csv
5333,6955,037/Trajectory/Unlabelled/20090209024603.csv
5334,9451,037/Trajectory/Unlabelled/20090212100412.csv
5335,2713,037/Trajectory/Unlabelled/20090214000839.csv
5336,5798,037/Trajectory/Unlabelled/20090214024320.csv
5337,2501,037/Trajectory/Unlabelled/20090214094154.csv
5338,15162,037/Trajectory/Unlabelled/20090215234308.csv
5339,7490,037/Trajectory/Unlabelled/20090216044356.csv
5340,1863,037/Trajectory/Unlabelled/20090216235223.csv
5341,8751,037/Trajectory/Unlabelled/20090217022903.csv
5342,4459,037/Trajectory/Unlabelled/20090217062018.csv
5343,7602,037/Trajectory/Unlabelled/20090217081147.csv
5344,950,037/Trajectory/Unlabelled/20090217104520.csv
5345,924,037/Trajectory/Unlabelled/20090217233940.csv
5346,2768,037/Trajectory/Unlabelled/20090219020803.csv
5347,2000,037/Trajectory/Unlabelled/20090219234747.csv
5348,5960,037/Trajectory/Unlabelled/20090220022701.csv
5349,9269,037/Trajectory/Unlabelled/20090220061746.csv
5350,21612,037/Trajectory/Unlabelled/20090222052912.csv
5351,4889,037/Trajectory/Unlabelled/20090223012746.csv
5352,2239,037/Trajectory/Unlabelled/20090223095245.csv
5353,479,037/Trajectory/Unlabelled/20090223103252.csv
5354,16424,037/Trajectory/Unlabelled/20090223234246.csv
5355,17993,037/Trajectory/Unlabelled/20090224235130.csv
5356,2924,037/Trajectory/Unlabelled/20090225071605.csv
5357,16537,037/Trajectory/Unlabelled/20090226104301.csv
5358,1521,037/Trajectory/Unlabelled/20090226234009.csv
5359,8118,037/Trajectory/Unlabelled/20090227021015.csv
5360,4029,037/Trajectory/Unlabelled/20090227062643.csv
5361,3682,037/Trajectory/Unlabelled/20090228094425.csv
5362,8755,037/Trajectory/Unlabelled/20090302013609.csv
5363,4679,037/Trajectory/Unlabelled/20090302061126.csv
5364,2327,037/Trajectory/Unlabelled/20090302093515.csv
5365,375,037/Trajectory/Unlabelled/20090303235348.csv
5366,13595,037/Trajectory/Unlabelled/20090304090054.csv
5367,10714,037/Trajectory/Unlabelled/20090305055706.csv
5368,9966,037/Trajectory/Unlabelled/20090306014130.csv
5369,2122,037/Trajectory/Unlabelled/20090308234932.csv
5370,10654,037/Trajectory/Unlabelled/20090309014814.csv
5371,10090,037/Trajectory/Unlabelled/20090309053818.csv
5372,2187,037/Trajectory/Unlabelled/20090312001327.csv
5373,327,037/Trajectory/Unlabelled/20090312105352.csv
5374,3070,037/Trajectory/Unlabelled/20090313000433.csv
5375,11571,037/Trajectory/Unlabelled/20090313015123.csv
5376,7711,037/Trajectory/Unlabelled/20090313061551.csv
5377,1231,037/Trajectory/Unlabelled/20090316001732.csv
5378,5626,037/Trajectory/Unlabelled/20090316014037.csv
5379,12351,037/Trajectory/Unlabelled/20090316055000.csv
5380,22889,037/Trajectory/Unlabelled/20090316235018.csv
5381,5462,037/Trajectory/Unlabelled/20090317064701.csv
5382,30695,037/Trajectory/Unlabelled/20090318013908.csv
5383,1916,037/Trajectory/Unlabelled/20090319032436.csv
5384,3362,037/Trajectory/Unlabelled/20090319095209.csv
5385,13951,037/Trajectory/Unlabelled/20090319234744.csv
5386,9363,037/Trajectory/Unlabelled/20090320053542.csv
5387,8246,037/Trajectory/Unlabelled/20090320093612.csv
5388,18727,037/Trajectory/Unlabelled/20090322235043.csv
5389,5507,037/Trajectory/Unlabelled/20090323064540.csv
5390,4146,037/Trajectory/Unlabelled/20090325013508.csv
5391,10230,037/Trajectory/Unlabelled/20090325045700.csv
5392,12059,037/Trajectory/Unlabelled/20090326014008.csv
5393,3679,037/Trajectory/Unlabelled/20090326084108.csv
5394,2937,037/Trajectory/Unlabelled/20090326100941.csv
5395,6607,037/Trajectory/Unlabelled/20090327012227.csv
5396,616,037/Trajectory/Unlabelled/20090327071438.csv
5397,469,037/Trajectory/Unlabelled/20090327094241.csv
5398,26585,037/Trajectory/Unlabelled/20090328025907.csv
5399,35581,037/Trajectory/Unlabelled/20090328164242.csv
5400,19948,037/Trajectory/Unlabelled/20090330015627.csv
5401,3261,037/Trajectory/Unlabelled/20090330093423.csv
5402,3656,037/Trajectory/Unlabelled/20090331012938.csv
5403,2242,037/Trajectory/Unlabelled/20090331045006.csv
5404,8063,037/Trajectory/Unlabelled/20090331063037.csv
5405,3354,037/Trajectory/Unlabelled/20090331093743.csv
5406,955,037/Trajectory/Unlabelled/20090401001011.csv
5407,1482,037/Trajectory/Unlabelled/20090401060038.csv
5408,11440,037/Trajectory/Unlabelled/20090401094132.csv
5409,1036,037/Trajectory/Unlabelled/20090402001432.csv
5410,2534,037/Trajectory/Unlabelled/20090402031024.csv
5411,8151,037/Trajectory/Unlabelled/20090402050032.csv
5412,1863,037/Trajectory/Unlabelled/20090402101902.csv
5413,606,037/Trajectory/Unlabelled/20090402105009.csv
5414,1924,037/Trajectory/Unlabelled/20090402235855.csv
5415,2119,037/Trajectory/Unlabelled/20090403023917.csv
5416,8417,037/Trajectory/Unlabelled/20090403060745.csv
5417,10032,037/Trajectory/Unlabelled/20090403094354.csv
5418,79179,037/Trajectory/Unlabelled/20090404024815.csv
5419,6044,037/Trajectory/Unlabelled/20090407020056.csv
5420,19347,037/Trajectory/Unlabelled/20090407054346.csv
5421,8298,037/Trajectory/Unlabelled/20090407112610.csv
5422,3530,037/Trajectory/Unlabelled/20090408001635.csv
5423,13057,037/Trajectory/Unlabelled/20090408050609.csv
5424,1016,037/Trajectory/Unlabelled/20090408095933.csv
5425,3515,037/Trajectory/Unlabelled/20090409035113.csv
5426,6885,037/Trajectory/Unlabelled/20090409072834.csv
5427,20575,037/Trajectory/Unlabelled/20090409100509.csv
5428,15444,037/Trajectory/Unlabelled/20090410001145.csv
5429,17149,037/Trajectory/Unlabelled/20090412233403.csv
5430,39808,037/Trajectory/Unlabelled/20090413051250.csv
5431,2628,037/Trajectory/Unlabelled/20090414235037.csv
5432,8712,037/Trajectory/Unlabelled/20090415021434.csv
5433,15293,037/Trajectory/Unlabelled/20090415053841.csv
5434,378,037/Trajectory/Unlabelled/20090415095346.csv
5435,895,037/Trajectory/Unlabelled/20090416000510.csv
5436,7063,037/Trajectory/Unlabelled/20090416015706.csv
5437,11707,037/Trajectory/Unlabelled/20090416060054.csv
5438,1923,037/Trajectory/Unlabelled/20090416105528.csv
5439,33499,037/Trajectory/Unlabelled/20090416231030.csv
5440,774,037/Trajectory/Unlabelled/20090417084221.csv
5441,1267,037/Trajectory/Unlabelled/20090418004033.csv
5442,9741,037/Trajectory/Unlabelled/20090418025919.csv
5443,2467,037/Trajectory/Unlabelled/20090418071235.csv
5444,7101,037/Trajectory/Unlabelled/20090418100418.csv
5445,58271,037/Trajectory/Unlabelled/20090419123615.csv
5446,4481,037/Trajectory/Unlabelled/20090420054955.csv
5447,5956,037/Trajectory/Unlabelled/20090421021702.csv
5448,51768,037/Trajectory/Unlabelled/20090429121018.csv
5449,64,037/Trajectory/Unlabelled/20090710082030.csv
5450,4216,037/Trajectory/Unlabelled/20090710082418.csv
5451,13297,037/Trajectory/Unlabelled/20090711025530.csv
5452,5659,037/Trajectory/Unlabelled/20090711074039.csv
5453,7959,037/Trajectory/Unlabelled/20090713004736.csv
5454,5005,037/Trajectory/Unlabelled/20090713040933.csv
5455,1466,037/Trajectory/Unlabelled/20090713232437.csv
5456,15219,037/Trajectory/Unlabelled/20090713234910.csv
5457,411,037/Trajectory/Unlabelled/20090714081132.csv
5458,4241,037/Trajectory/Unlabelled/20090714081826.csv
5459,47096,037/Trajectory/Unlabelled/20090714235210.csv
5460,36686,037/Trajectory/Unlabelled/20090715235505.csv
5461,4780,037/Trajectory/Unlabelled/20090717064434.csv
5462,45542,037/Trajectory/Unlabelled/20090719222647.csv
5463,42614,037/Trajectory/Unlabelled/20090720231809.csv
5464,34667,037/Trajectory/Unlabelled/20090722000259.csv
5465,61620,037/Trajectory/Unlabelled/20090724195433.csv
5466,2537,037/Trajectory/Unlabelled/20090730101508.csv
5467,8498,038/Trajectory/Unlabelled/20090206121102.csv
5468,2179,038/Trajectory/Unlabelled/20090207051906.csv
5469,227,038/Trajectory/Unlabelled/20090207061838.csv
5470,1825,038/Trajectory/Unlabelled/20090207065611.csv
5471,22517,038/Trajectory/Unlabelled/20090207105156.csv
5472,484,038/Trajectory/Unlabelled/20090207170717.csv
5473,54107,038/Trajectory/Unlabelled/20090207233622.csv
5474,37487,038/Trajectory/Unlabelled/20090209011449.csv
5475,3777,038/Trajectory/Unlabelled/20090209123515.csv
5476,15181,038/Trajectory/Unlabelled/20090210034008.csv
5477,3508,038/Trajectory/Unlabelled/20090210130239.csv
5478,6047,038/Trajectory/Unlabelled/20090211001505.csv
5479,34390,038/Trajectory/Unlabelled/20090212015700.csv
5480,32762,038/Trajectory/Unlabelled/20090213040342.csv
5481,774,038/Trajectory/Unlabelled/20090213135909.csv
5482,23807,038/Trajectory/Unlabelled/20090213222152.csv
5483,8900,038/Trajectory/Unlabelled/20090214111003.csv
5484,1853,038/Trajectory/Unlabelled/20090215034705.csv
5485,8011,038/Trajectory/Unlabelled/20090215061641.csv
5486,3660,038/Trajectory/Unlabelled/20090216032052.csv
5487,16941,038/Trajectory/Unlabelled/20090216093347.csv
5488,2608,038/Trajectory/Unlabelled/20090217030235.csv
5489,20852,038/Trajectory/Unlabelled/20090217090721.csv
5490,35516,038/Trajectory/Unlabelled/20090218034648.csv
5491,75,038/Trajectory/Unlabelled/20090218140011.csv
5492,14575,038/Trajectory/Unlabelled/20090219015043.csv
5493,17104,038/Trajectory/Unlabelled/20090219090733.csv
5494,39000,038/Trajectory/Unlabelled/20090220040136.csv
5495,43,038/Trajectory/Unlabelled/20090221014150.csv
5496,44549,038/Trajectory/Unlabelled/20090221014237.csv
5497,41862,038/Trajectory/Unlabelled/20090222013442.csv
5498,52991,038/Trajectory/Unlabelled/20090222233410.csv
5499,42176,038/Trajectory/Unlabelled/20090224023833.csv
5500,33870,038/Trajectory/Unlabelled/20090225035704.csv
5501,46435,038/Trajectory/Unlabelled/20090226012245.csv
5502,24333,038/Trajectory/Unlabelled/20090227005441.csv
5503,45211,038/Trajectory/Unlabelled/20090228014338.csv
5504,38904,038/Trajectory/Unlabelled/20090301020618.csv
5505,14175,038/Trajectory/Unlabelled/20090302015628.csv
5506,20203,038/Trajectory/Unlabelled/20090302092126.csv
5507,22004,038/Trajectory/Unlabelled/20090303085224.csv
5508,52162,038/Trajectory/Unlabelled/20090303235745.csv
5509,387,038/Trajectory/Unlabelled/20090305050647.csv
5510,18232,038/Trajectory/Unlabelled/20090305093556.csv
5511,24588,038/Trajectory/Unlabelled/20090306020824.csv
5512,7060,038/Trajectory/Unlabelled/20090306130944.csv
5513,6416,038/Trajectory/Unlabelled/20090306233304.csv
5514,25519,038/Trajectory/Unlabelled/20090307070150.csv
5515,43885,038/Trajectory/Unlabelled/20090308002954.csv
5516,50984,038/Trajectory/Unlabelled/20090308235516.csv
5517,36957,038/Trajectory/Unlabelled/20090310035634.csv
5518,21781,038/Trajectory/Unlabelled/20090310222807.csv
5519,14017,038/Trajectory/Unlabelled/20090312003145.csv
5520,48405,038/Trajectory/Unlabelled/20090313002324.csv
5521,50513,038/Trajectory/Unlabelled/20090314004716.csv
5522,328,038/Trajectory/Unlabelled/20090315003619.csv
5523,69,038/Trajectory/Unlabelled/20090315043046.csv
5524,10567,038/Trajectory/Unlabelled/20090315110629.csv
5525,6473,038/Trajectory/Unlabelled/20090315230219.csv
5526,7181,038/Trajectory/Unlabelled/20090316092545.csv
5527,2397,038/Trajectory/Unlabelled/20090317064751.csv
5528,5160,038/Trajectory/Unlabelled/20090317084154.csv
5529,1920,038/Trajectory/Unlabelled/20090317222845.csv
5530,625,038/Trajectory/Unlabelled/20090317233006.csv
5531,4970,038/Trajectory/Unlabelled/20090318133115.csv
5532,19933,038/Trajectory/Unlabelled/20090319012516.csv
5533,10838,038/Trajectory/Unlabelled/20090319093316.csv
5534,20280,038/Trajectory/Unlabelled/20090320080752.csv
5535,31422,038/Trajectory/Unlabelled/20090321041654.csv
5536,15924,038/Trajectory/Unlabelled/20090321213421.csv
5537,399,038/Trajectory/Unlabelled/20090322034911.csv
5538,11727,038/Trajectory/Unlabelled/20090322035556.csv
5539,3892,038/Trajectory/Unlabelled/20090322081126.csv
5540,8727,038/Trajectory/Unlabelled/20090322120113.csv
5541,35213,038/Trajectory/Unlabelled/20090323002038.csv
5542,2530,038/Trajectory/Unlabelled/20090324222838.csv
5543,17098,038/Trajectory/Unlabelled/20090402073945.csv
5544,29284,038/Trajectory/Unlabelled/20090403061032.csv
5545,12269,038/Trajectory/Unlabelled/20090404025101.csv
5546,42778,038/Trajectory/Unlabelled/20090407030406.csv
5547,60047,038/Trajectory/Unlabelled/20090407223007.csv
5548,3255,038/Trajectory/Unlabelled/20090408235955.csv
5549,13999,038/Trajectory/Unlabelled/20090410124138.csv
5550,8800,038/Trajectory/Unlabelled/20090410223116.csv
5551,37070,038/Trajectory/Unlabelled/20090412021706.csv
5552,3539,038/Trajectory/Unlabelled/20090412125448.csv
5553,37426,038/Trajectory/Unlabelled/20090413002310.csv
5554,38680,038/Trajectory/Unlabelled/20090414223045.csv
5555,20106,038/Trajectory/Unlabelled/20090415091526.csv
5556,21946,038/Trajectory/Unlabelled/20090416085408.csv
5557,13795,038/Trajectory/Unlabelled/20090417034936.csv
5558,52937,038/Trajectory/Unlabelled/20090418002306.csv
5559,29228,038/Trajectory/Unlabelled/20090420014909.csv
5560,27632,038/Trajectory/Unlabelled/20090422033246.csv
5561,459,038/Trajectory/Unlabelled/20090709070924.csv
5562,21696,038/Trajectory/Unlabelled/20090709081828.csv
5563,24634,038/Trajectory/Unlabelled/20090710051732.csv
5564,35,038/Trajectory/Unlabelled/20090711114307.csv
5565,2915,038/Trajectory/Unlabelled/20090711114358.csv
5566,49567,038/Trajectory/Unlabelled/20090712094253.csv
5567,19442,038/Trajectory/Unlabelled/20090714101239.csv
5568,41482,038/Trajectory/Unlabelled/20090714233650.csv
5569,20451,038/Trajectory/Unlabelled/20090715231037.csv
